"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Vaud,"Truck Driver",active,adset,197,199,1.010152284264,"Link Clicks",18,1.003288590604,0.055738255033557,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,64,64,1,"Link Clicks",3,0.39821086261981,0.1327369542066,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Machine Learning",active,adset,94,98,1.0425531914894,"Link Clicks",3,0.54,0.18,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Machine Learning",active,adset,60,62,1.0333333333333,,,0.19,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Machine Learning",active,adset,57,57,1,"Link Clicks",1,0.27,0.27,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Machine Learning",active,adset,53,53,1,"Link Clicks",1,0.25,0.25,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Machine Learning",active,adset,18,18,1,,,0.04,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Machine Learning",active,adset,3,3,1,"Link Clicks",1,0.05,0.05,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,146,147,1.0068493150685,"Link Clicks",10,0.77699680511182,0.077699680511182,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,141,141,1,"Link Clicks",6,0.8741214057508,0.14568690095847,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,70,70,1,"Link Clicks",10,0.37878594249201,0.037878594249201,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,63,63,1,"Link Clicks",3,0.33022364217252,0.11007454739084,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Machine Learning",active,adset,150,154,1.0266666666667,"Link Clicks",3,0.72,0.24,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,44,44,1,"Link Clicks",2,0.19424920127796,0.097124600638978,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,18,18,1,,,0.08741214057508,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Preschool teacher",active,adset,150,151,1.0066666666667,"Link Clicks",13,0.77738562091503,0.059798893916541,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Preschool teacher",active,adset,137,138,1.007299270073,"Link Clicks",10,0.73647058823529,0.073647058823529,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Preschool teacher",active,adset,102,102,1,"Link Clicks",9,0.52166666666667,0.057962962962963,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Preschool teacher",active,adset,76,76,1,"Link Clicks",4,0.43983660130719,0.1099591503268,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Preschool teacher",active,adset,55,56,1.0181818181818,,,0.21480392156863,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Preschool teacher",active,adset,50,50,1,,,0.2659477124183,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Preschool teacher",active,adset,29,29,1,"Link Clicks",2,0.16366013071895,0.081830065359477,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Machine Learning",active,adset,121,124,1.0247933884298,"Link Clicks",2,0.63,0.315,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Unknown,"Legal Counsel",active,adset,1,1,1,,,0.010106761565836,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Truck Driver",active,adset,128,130,1.015625,"Link Clicks",8,0.60805369127517,0.076006711409396,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Nurse,active,adset,89,93,1.0449438202247,"Link Clicks",3,0.38929765886288,0.12976588628763,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Truck Driver",active,adset,112,111,0.99107142857143,"Link Clicks",9,0.44590604026846,0.049545115585384,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Truck Driver",active,adset,102,101,0.99019607843137,"Link Clicks",6,0.30402684563758,0.050671140939597,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Truck Driver",active,adset,63,65,1.031746031746,"Link Clicks",3,0.30402684563758,0.10134228187919,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Truck Driver",active,adset,60,61,1.0166666666667,"Link Clicks",3,0.34456375838926,0.11485458612975,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Truck Driver",active,adset,12,12,1,,,0.070939597315436,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Truck Driver",active,adset,1,1,1,,,0,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Nurse,active,adset,169,174,1.0295857988166,"Link Clicks",6,0.8661872909699,0.14436454849498,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Nurse,active,adset,147,153,1.0408163265306,"Link Clicks",2,0.49635451505017,0.24817725752508,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Nurse,active,adset,114,118,1.0350877192982,"Link Clicks",2,0.46715719063545,0.23357859531773,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Nurse,active,adset,77,79,1.025974025974,"Link Clicks",1,0.35036789297659,0.35036789297659,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Legal Counsel",active,adset,4,4,1,,,0.020213523131673,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Nurse,active,adset,33,33,1,"Link Clicks",1,0.14598662207358,0.14598662207358,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Nurse,active,adset,24,24,1,,,0.087591973244147,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,Nurse,active,adset,2,2,1,"Link Clicks",1,0.019464882943144,0.019464882943144,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Legal Counsel",active,adset,211,206,0.97630331753555,"Link Clicks",3,0.76811387900356,0.25603795966785,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Legal Counsel",active,adset,181,179,0.98895027624309,"Link Clicks",5,0.72768683274021,0.14553736654804,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Legal Counsel",active,adset,109,107,0.98165137614679,"Link Clicks",3,0.47501779359431,0.15833926453144,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Legal Counsel",active,adset,85,84,0.98823529411765,"Link Clicks",1,0.28298932384342,0.28298932384342,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Legal Counsel",active,adset,77,76,0.98701298701299,"Link Clicks",3,0.26277580071174,0.087591933570581,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Legal Counsel",active,adset,64,64,1,"Link Clicks",1,0.29309608540925,0.29309608540925,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Legal Counsel",active,adset,15,15,1,,,0.070747330960854,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Preschool teacher",active,adset,2,2,1,,,0.010228758169935,,2020-08-31,Ongoing,2020-09-01,2020-09-02
