"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,23,23,1,,,0.11233421750663,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,54,54,1,"Link Clicks",2,0.2553050397878,0.1276525198939,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,75,76,1.0133333333333,"Link Clicks",3,0.46976127320955,0.15658709106985,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,75,76,1.0133333333333,"Link Clicks",4,0.40848806366048,0.10212201591512,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,91,91,1,"Link Clicks",10,0.47997347480106,0.047997347480106,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,179,179,1,"Link Clicks",7,1.1335543766578,0.16193633952255,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,182,189,1.0384615384615,"Link Clicks",10,0.98037135278515,0.098037135278515,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,Hairdresser,active,adset,1,1,1,"Link Clicks",1,0.010212201591512,0.010212201591512,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Legal Counsel",active,adset,270,265,0.98148148148148,"Link Clicks",3,1.0198857142857,0.3399619047619,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Legal Counsel",active,adset,4,4,1,,,0.021028571428571,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Legal Counsel",active,adset,19,19,1,,,0.084114285714286,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Legal Counsel",active,adset,89,89,1,"Link Clicks",2,0.4416,0.2208,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Legal Counsel",active,adset,110,110,1,"Link Clicks",1,0.33645714285714,0.33645714285714,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Legal Counsel",active,adset,147,144,0.97959183673469,"Link Clicks",4,0.63085714285714,0.15771428571429,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Legal Counsel",active,adset,224,229,1.0223214285714,"Link Clicks",5,0.8832,0.17664,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Unknown,"Legal Counsel",active,adset,1,1,1,,,0.010514285714286,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Legal Counsel",active,adset,100,101,1.01,"Link Clicks",3,0.33645714285714,0.11215238095238,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Machine Learning",active,adset,195,205,1.0512820512821,"Link Clicks",4,1.0224089635854,0.25560224089636,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Machine Learning",active,adset,3,3,1,"Link Clicks",1,0.051120448179272,0.051120448179272,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Machine Learning",active,adset,23,23,1,,,0.07156862745098,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Machine Learning",active,adset,68,71,1.0441176470588,"Link Clicks",1,0.34761904761905,0.34761904761905,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Machine Learning",active,adset,70,73,1.0428571428571,"Link Clicks",2,0.3578431372549,0.17892156862745,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Machine Learning",active,adset,129,133,1.031007751938,"Link Clicks",3,0.74635854341737,0.24878618113912,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Machine Learning",active,adset,155,159,1.0258064516129,"Link Clicks",2,0.79747899159664,0.39873949579832,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Machine Learning",active,adset,78,82,1.0512820512821,,,0.23515406162465,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Nurse,active,adset,209,214,1.0239234449761,"Link Clicks",7,1.1017250673854,0.15738929534078,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Nurse,active,adset,190,195,1.0263157894737,"Link Clicks",2,0.73105121293801,0.365525606469,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Nurse,active,adset,32,32,1,,,0.11326145552561,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Nurse,active,adset,147,150,1.0204081632653,"Link Clicks",2,0.56630727762803,0.28315363881402,2020-08-31,Ongoing,2020-09-01,2020-09-02
