"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,204,205,1.0049019607843,"Link Clicks",7,1.2793427230047,0.18276324614353,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,205,214,1.0439024390244,"Link Clicks",10,1.0746478873239,0.10746478873239,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,102,103,1.0098039215686,"Link Clicks",11,0.58338028169014,0.05303457106274,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,94,95,1.0106382978723,"Link Clicks",4,0.56291079812207,0.14072769953052,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,80,81,1.0125,"Link Clicks",4,0.44009389671361,0.1100234741784,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,60,62,1.0333333333333,"Link Clicks",2,0.29680751173709,0.14840375586854,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,27,27,1,,,0.11258215962441,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,Hairdresser,active,adset,1,1,1,"Link Clicks",1,0.010234741784038,0.010234741784038,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Unknown,"Legal Counsel",active,adset,1,1,1,,,0.010544554455446,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Legal Counsel",active,adset,4,4,1,,,0.021089108910891,,2020-08-31,Ongoing,2020-09-01,2020-09-02
