"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,29,29,1,,,0.13147058823529,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,61,63,1.0327868852459,"Link Clicks",2,0.30339366515837,0.15169683257919,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,83,84,1.0120481927711,"Link Clicks",4,0.45509049773756,0.11377262443439,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,96,97,1.0104166666667,"Link Clicks",4,0.58656108597285,0.14664027149321,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,105,106,1.0095238095238,"Link Clicks",11,0.5966742081448,0.054243109831345,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,208,211,1.0144230769231,"Link Clicks",8,1.3147058823529,0.16433823529412,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,206,217,1.0533980582524,"Link Clicks",10,1.0719909502262,0.10719909502262,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,Hairdresser,active,adset,1,1,1,"Link Clicks",1,0.010113122171946,0.010113122171946,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Legal Counsel",active,adset,308,313,1.0162337662338,"Link Clicks",3,1.2103981264637,0.40346604215457,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Legal Counsel",active,adset,4,4,1,,,0.020515222482436,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Legal Counsel",active,adset,21,21,1,,,0.09231850117096,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Legal Counsel",active,adset,98,98,1,"Link Clicks",2,0.49236533957845,0.24618266978923,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Legal Counsel",active,adset,124,126,1.0161290322581,"Link Clicks",1,0.43081967213115,0.43081967213115,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Legal Counsel",active,adset,160,162,1.0125,"Link Clicks",4,0.68725995316159,0.1718149882904,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Legal Counsel",active,adset,255,267,1.0470588235294,"Link Clicks",6,1.0565339578454,0.17608899297424,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Unknown,"Legal Counsel",active,adset,1,1,1,,,0.010257611241218,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Legal Counsel",active,adset,115,119,1.0347826086957,"Link Clicks",4,0.37953161592506,0.094882903981265,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Machine Learning",active,adset,222,237,1.0675675675676,"Link Clicks",4,1.2076346604215,0.30190866510539,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Machine Learning",active,adset,3,3,1,"Link Clicks",1,0.051170960187354,0.051170960187354,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Machine Learning",active,adset,29,30,1.0344827586207,"Link Clicks",1,0.12281030444965,0.12281030444965,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Machine Learning",active,adset,83,87,1.0481927710843,"Link Clicks",2,0.39913348946136,0.19956674473068,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Machine Learning",active,adset,88,94,1.0681818181818,"Link Clicks",1,0.45030444964871,0.45030444964871,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Machine Learning",active,adset,154,158,1.025974025974,"Link Clicks",3,0.86990632318501,0.289968774395,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Machine Learning",active,adset,175,183,1.0457142857143,"Link Clicks",2,0.84943793911007,0.42471896955504,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Machine Learning",active,adset,90,99,1.1,,,0.31725995316159,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Nurse,active,adset,251,254,1.0119521912351,"Link Clicks",7,1.3299539170507,0.18999341672153,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Nurse,active,adset,218,228,1.045871559633,"Link Clicks",2,0.82866359447005,0.41433179723502,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Nurse,active,adset,35,35,1,,,0.12276497695853,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Nurse,active,adset,173,175,1.0115606936416,"Link Clicks",2,0.66497695852535,0.33248847926267,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Nurse,active,adset,135,137,1.0148148148148,"Link Clicks",3,0.60359447004608,0.20119815668203,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Nurse,active,adset,115,118,1.0260869565217,"Link Clicks",1,0.60359447004608,0.60359447004608,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Nurse,active,adset,59,60,1.0169491525424,"Link Clicks",2,0.25576036866359,0.1278801843318,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,Nurse,active,adset,4,4,1,"Link Clicks",1,0.030691244239631,0.030691244239631,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Preschool teacher",active,adset,226,231,1.0221238938053,"Link Clicks",18,1.1909395973154,0.066163310961969,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Preschool teacher",active,adset,194,198,1.020618556701,"Link Clicks",13,1.1095078299776,0.085346756152125,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Preschool teacher",active,adset,145,146,1.0068965517241,"Link Clicks",10,0.70234899328859,0.070234899328859,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Preschool teacher",active,adset,110,111,1.0090909090909,"Link Clicks",7,0.62091722595078,0.088702460850112,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Preschool teacher",active,adset,75,77,1.0266666666667,,,0.28501118568233,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Preschool teacher",active,adset,76,76,1,"Link Clicks",2,0.39697986577181,0.19848993288591,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Preschool teacher",active,adset,43,43,1,"Link Clicks",2,0.2341163310962,0.1170581655481,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Preschool teacher",active,adset,2,2,1,,,0.010178970917226,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Truck Driver",active,adset,214,216,1.0093457943925,"Link Clicks",13,1.0121985815603,0.077861429350791,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Truck Driver",active,adset,2,2,1,,,0.010543735224586,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Truck Driver",active,adset,15,15,1,,,0.073806146572104,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Truck Driver",active,adset,86,87,1.0116279069767,"Link Clicks",3,0.37957446808511,0.12652482269504,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Truck Driver",active,adset,103,102,0.99029126213592,"Link Clicks",4,0.5377304964539,0.13443262411348,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Truck Driver",active,adset,146,150,1.027397260274,"Link Clicks",6,0.51664302600473,0.086107171000788,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Truck Driver",active,adset,153,151,0.98692810457516,"Link Clicks",10,0.66425531914894,0.066425531914894,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Truck Driver",active,adset,285,284,0.99649122807018,"Link Clicks",19,1.3812293144208,0.072696279706358,2020-08-31,Ongoing,2020-09-01,2020-09-02
