"Campaign Name",Region,"Ad Set Name","Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH",Vaud,"Truck Driver",active,adset,119,117,0.98319327731092,"Link Clicks",14,0.63081761006289,0.045058400718778,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,Hairdresser,active,adset,8,8,1,,,0.050898203592814,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Machine Learning",active,adset,49,52,1.0612244897959,"Link Clicks",2,0.31573333333333,0.15786666666667,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Machine Learning",active,adset,26,27,1.0384615384615,,,0.0888,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Machine Learning",active,adset,35,37,1.0571428571429,,,0.19733333333333,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Machine Learning",active,adset,77,82,1.0649350649351,"Link Clicks",1,0.3552,0.3552,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Machine Learning",active,adset,9,9,1,,,0.019733333333333,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Rhône-Alpes,"Machine Learning",active,adset,2,2,1,"Link Clicks",1,0.0296,0.0296,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Hairdresser,active,adset,76,74,0.97368421052632,"Link Clicks",4,0.41736526946108,0.10434131736527,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,Hairdresser,active,adset,32,32,1,"Link Clicks",1,0.20359281437126,0.20359281437126,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,Hairdresser,active,adset,78,78,1,"Link Clicks",4,0.46826347305389,0.11706586826347,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,Hairdresser,active,adset,28,28,1,"Link Clicks",1,0.10179640718563,0.10179640718563,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Machine Learning",active,adset,22,22,1,,,0.098666666666667,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Hairdresser,active,adset,43,43,1,"Link Clicks",6,0.25449101796407,0.042415169660679,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Hairdresser,active,adset,35,36,1.0285714285714,"Link Clicks",2,0.23413173652695,0.11706586826347,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Preschool teacher",active,adset,57,57,1,"Link Clicks",4,0.27654545454545,0.069136363636364,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Preschool teacher",active,adset,73,73,1,"Link Clicks",4,0.43018181818182,0.10754545454545,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Preschool teacher",active,adset,42,42,1,"Link Clicks",3,0.26630303030303,0.088767676767677,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Preschool teacher",active,adset,19,19,1,,,0.07169696969697,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Vaud,"Preschool teacher",active,adset,84,84,1,"Link Clicks",11,0.38921212121212,0.035382920110193,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Preschool teacher",active,adset,36,36,1,,,0.14339393939394,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Preschool teacher",active,adset,17,17,1,"Link Clicks",1,0.10242424242424,0.10242424242424,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Machine Learning",active,adset,56,60,1.0714285714286,"Link Clicks",2,0.296,0.148,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Legal Counsel",active,adset,7,7,1,,,0.031655172413793,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,"Truck Driver",active,adset,73,69,0.94520547945205,"Link Clicks",6,0.4062893081761,0.067714884696017,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Valais,Nurse,active,adset,46,50,1.0869565217391,"Link Clicks",3,0.22269938650307,0.074233128834356,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Neuchâtel,"Truck Driver",active,adset,28,30,1.0714285714286,"Link Clicks",1,0.12830188679245,0.12830188679245,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva","Truck Driver",active,adset,30,32,1.0666666666667,"Link Clicks",1,0.18176100628931,0.18176100628931,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Bern,"Truck Driver",active,adset,57,56,0.98245614035088,"Link Clicks",2,0.17106918238994,0.085534591194969,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,"Truck Driver",active,adset,52,54,1.0384615384615,"Link Clicks",5,0.20314465408805,0.04062893081761,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Jura,"Truck Driver",active,adset,6,8,1.3333333333333,,,0.064150943396226,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Fribourg,Nurse,active,adset,42,45,1.0714285714286,,,0.20245398773006,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Canton of Geneva",Nurse,active,adset,72,77,1.0694444444444,"Link Clicks",1,0.28343558282209,0.28343558282209,2020-08-31,Ongoing,2020-09-01,2020-09-02
